adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,"[18, 10770]",591680,en,Shergar,"Malachy: ""Who do you kidnap? You can't touch children, women, no sons of Irish mothers. What's left?"" When Frankie is released from Portlaoise Prison, his old comrades are expecting some action. He hits on a plan for raising £2 million, but his plan goes wrong.",6.6637,/5jB48iz8y2dcCoYlid1dkE7A7YF.jpg,1986-03-23,Shergar,False,0.0,0
False,,"[18, 878]",56320,en,The Scientist,A reclusive physicist creates an infinite-energy machine in his basement that changes his life and all those around him.,6.6636,/a8Pi3MHOKw6lTPBPs6NF82qqWFx.jpg,2010-04-16,The Scientist,False,5.273,11
False,/lzQGTSeDJlWTrQ8qeb2KwKTZImA.jpg,"[99, 36]",599575,en,Lacan Palestine,"Lacan Palestine is a found footage essay about the troubled couple in Palestine. This country without a country has been party to imperial projections for centuries, amply on display here in waves of armed crusaders, legionnaires, Mongols on horseback and biplanes issuing state edicts from the end of a machine gun. There are maps by the galore, drawn and redrawn as occupied territories are bartered in foreign capitals. Contemporary art activists Velcrow Ripper, Elle Flanders, Tamira Sawatzky, Dani Leventhal and others have generously donated their keen lookings and these have been blended with newsreels, desert spectaculars, historical recreations and intimate encounters. Mike Cartmell appears as the ghost of psychoanalysis, offering ruminations on killing the father, John Coltrane and why enjoyment is difficult",6.6633,/bxID50WIHUCkIg9Zs6VLfEnZdDG.jpg,2012-01-29,Lacan Palestine,False,0.0,0
False,,"[10770, 18]",1026877,sh,Veštica,"Raissa is unhappy with her husband and enamored with the young postman. The husband, Savely, accuses his wife of being a witch because of all the young men who keep disappearing and accuses her of using her witchcraft on the postman.",6.6628,/3QzO9dmFolEXog30D91w0Q0YYMS.jpg,1986-01-01,The Witch,False,0.0,0
False,,[18],1158964,tr,Kızılırmak Karakoyun,"The third adaptation for the cinema of a work created by combining the legends of ""Kızılırmak"" and ""Karakoyun.""",6.6626,/cTc9ORWfuwRkkKRxtRioUWQcr7K.jpg,1993-01-01,Kızılırmak Karakoyun,False,0.0,0
False,/2jmxAzwBHTHVCd0VAG3zkFfWHtJ.jpg,"[35, 18]",222731,en,Chatterbox,"Teenage orphan Jenny Yates becomes starstruck when a revival of an old Victorian melodrama passes through her small New England town, to the disapproval of her stern grandfather, Uriah. Stowing away in the car of Philip Greene, a wealthy young man working with the theater troupe, Jenny talks her way into the play's lead role. But director Archie Fisher doesn't tell her that the new version of the play is meant as a spoof.",6.6624,/wWIhm1l2WhkxDhy9rvbqpoSXJfC.jpg,1936-01-17,Chatterbox,False,6.0,2
False,/spk0dfL56tFydyjMi7z0LikPneo.jpg,"[53, 27]",204973,en,Venom,"After a car breaks down in an isolated desert, a mother and young daughter are relentlessly pursued by a deadly snake",6.6623,/1gF48UOnvTnJxy7L7SnptZI3lop.jpg,2011-07-15,Venom,False,5.0,25
False,/505tlEsODWZrt6GopaIOTwAcLxB.jpg,"[18, 10749]",513194,de,Ausgerechnet Sylt,"Project manager Kevin returns to his childhood on the island of Sylt on a vacation with his daughter, motivated by closing a big deal there, since his company plans to build luxury apartments on a piece of land.",6.662,/5WsY3HVMWbYH77EPDbIlH5gtGwz.jpg,2018-05-03,Ausgerechnet Sylt,False,5.3,3
False,/qOOlq3BdDX6tKmHieJbdxGjEb65.jpg,[18],283706,tr,Sivas,"Establishing a bleak village in Eastern Turkey as its setting, Sivas features the story of Aslan, an eleven-year-old boy, and Sivas, a weathered fighting dog who develop a strong relationship after Aslan finds Sivas wounded in a ditch, left to die.",6.6618,/gritdFceyQ5PLeARVZVgqgt10bR.jpg,2014-10-31,Sivas,False,7.523,44
False,/pJTJD4tIjTxPX9CQGMBD4oEoTE9.jpg,"[18, 80]",127741,en,Canvas,"A young artist is desperate for money to save his brother from the mob. Drawn into a criminal world of theft, betrayal and murder, his only way out is to get in even deeper. If he fails, it could cost him his life.",6.6614,/koOO03CHIlUvJSJdTb4oyOBaetP.jpg,1992-09-16,Canvas,False,4.9,7
False,/EmXENIVBXQr93nkAToks1aZO8p.jpg,[35],1450539,es,Looser,"Looser is ""the universal story of all misfits"", and is ""an emotional journey, a story of friendship, a romantic tale and, above all, a comedy in which 'Soy Una Pringada' will try to discover if what is really happening to her is that no one loves her.",6.6613,/n1XwX0yTg05T1zKhxlVuhCIGJtp.jpg,2018-05-24,Looser,False,0.0,0
False,/raQvRtj0hX0LdimZAUYfeIIKBxD.jpg,"[53, 28, 80]",5643,fr,Six-Pack,A serial killer is on the loose in Paris and he seems to be an american citizen working in the US embassy and being in the middle of a french-american economical affair.,6.6613,/u6R4BKzfhsPggTfPHQQsgdX2OEU.jpg,2000-04-26,Six-Pack,False,5.661,28
False,/vsTHSW1j3FDx3JTsiIfPcuu9C6h.jpg,"[80, 18, 28]",14310,cn,無間道III: 終極無間,"While Yeung Kam Wing is trying to remove all connections between the mob and him, his actions are being carefully observed by Lau Kin Ming, who bears a personal grudge against him.",6.661,/kXTHj16K8Lr1EgwdzuzAB1j4Cy5.jpg,2003-12-12,Infernal Affairs III,False,6.959,363
False,,[35],520323,de,The Superhost,"Preston and his roommate Sage try to figure out rent, rapport and the cold hard reality in downtown New York.",6.6608,/vgx5fSp2rpJuRUyrntJSUCBQAlr.jpg,2017-04-24,The Superhost,False,0.0,0
False,/sEtcqVooYfRgOy7UsgAg5MDVqgt.jpg,"[53, 878, 27, 80]",136593,en,Crosstalk,"A computer genius is confined to a penthouse after a car accident, with only a nurse to look after him. But the advanced computer systems designed to make his life easier appear to be taking control.",6.6607,/48MQ3xuUzURGm8eyUS3mOXrEOa2.jpg,1982-10-08,Crosstalk,False,4.714,7
False,/f8LEXSiNG2seaXj7Q6ZJi2uDMwk.jpg,[18],371647,en,Mahana,"1960s, East Coast of New Zealand. Two Māori sheep-shearing families, the Mahanas and the Poatas, are longstanding enemies and commercial rivals. 14-year-old Simeon Mahana, the youngest son of the youngest son is in conflict with his traditionalist grandfather, Tamihana.  As Simeon unravels the truth behind the longstanding family vendetta he risks not just his own future prospects but the cohesion of the entire tight-knit society.",6.6605,/rH3xJkiaUeL9UbLD7pLWKipiIK.jpg,2016-09-01,Mahana,False,6.6,20
False,/elRObz3TgCcXsVXSmvht7k2Czu9.jpg,"[35, 28]",157047,pl,Girl Guide,"An unemployed English teacher has private lessons with the fiancee of a mysterious American. When the foreigner suddenly disappears, the woman asks the teacher to help her find him.",6.6603,/l7PmjJGNmMBHIv9KEuSZS4ty6Nt.jpg,1996-02-08,Girl Guide,False,5.7,6
False,,[],1386104,fr,Gazoline,"As a young pyromaniac, Léon has secluded himself in a junkyard where he lives and works. Supported by caring colleagues, he is fascinated by bird migrations to silence his urges. However, that summer, the empty skies undermine his balance.",6.6595,/AmfTWeTk3cjxZnGR1PwDIwE16Gq.jpg,2024-09-09,Gazoline,False,0.0,0
False,,[18],341866,pt,Doce Delírio,,6.6592,/hmiwQIP0eqDztNhPMfCvZjhXkbF.jpg,1983-05-26,Doce Delírio,False,4.25,4
False,,[18],307928,te,Ooyala,The story is about Raja and Swapna who love each other and get married. Swapna gives birth to twins. The doctor requests Raja to hand over one of the babies to a couple who doesn't have a child. Raja doesn't reveal this secret to his wife.,6.6591,/wEEEjJ17coNHXXg6XEwIGvQ44o0.jpg,1998-01-14,Ooyala,False,0.0,0
False,/psJ3iaJ4O5aX86N1nT4DG31lDjA.jpg,"[28, 12, 14]",643885,tl,Penduko,"Pedro Penduko, son of a powerful traditional healer, rejects his destiny and becomes a wastrel in the big city. He is recruited by Midnight, an organization that sends healers out to people in need in exchange for money.",6.6589,/hbSB1c2ZZbwW8gMgGwxmAfJt970.jpg,2023-12-25,Penduko,False,0.0,0
False,,"[53, 28, 18]",249946,en,Stoney,"Barbara Bouchet (Casino Royale) and Mike Preston (Metalstorm, Road Warrior) are caught in an international mishmash of espionage and double crosses in the Philippines. Michael Rennie (The Day The Earth Stood Still), Richard Jaeckel (Grizzly) and Filipino heartthrob Vic Diaz also star!",6.6588,/6cLvuFQqxHFG1xqPZZXgYeqmL5Q.jpg,1969-01-01,Stoney,False,2.944,9
False,/uDyynmrQV72gIifcIZ8Q9MrGPRk.jpg,[35],63481,fr,Calmos,"Two men, fortyish, worn out by their wives, abandon everything to go and live in the back of beyond. There they meet a truculent priest, a boozer, Émile who recalls them to life's simple pleasures. Calm is what they want. But soon their example inspires thousands of disorientated males...",6.6587,/bOnd2yApKBVyjxchUjN1hG5E0kV.jpg,1976-02-11,Femmes Fatales,False,6.1,133
False,/uHDTgAcEzlik1crKe9Z0304uv2.jpg,[27],24649,en,Wishcraft,"Brett is a high-school outcast who doesn't run with the in crowd, unlike Samantha, the cheerleader he has a desperate crush on. Then one day, he gets a parcel in the mail -- a totem with the power to grant his deepest, darkest desires. Brett wishes for Samantha to love him, and she does, although after a while her affection starts leaning toward obsession. Then murders start occurring in the school, which Brett gradually starts to connect to the totem.",6.6587,/xCHr1JaeGEFQmnJmZ3t1BeEBPwR.jpg,2002-09-25,Wishcraft,False,4.9,41
False,/7heLOFc9o4tNEYyknRZoU96CseX.jpg,[18],1123885,it,Billy,"Billy was a child prodigy who had invented and hosted a successful music podcast at nine. He is now 19, lives with his eccentric mother, is secretly in love with a girl, only visits children aged between 8 and 12 and does not know what to do with his life.",6.6586,/mnSnmFJCzJUsjfkl2UVFmmtOlu6.jpg,2023-06-01,Billy,False,5.2,6
False,,"[10751, 99]",1188371,en,DreamScapes,"A Celebration of Life, Beauty and the Wonders on our Planet. Featuring no conventional narrative, this motion picture presents nature's beauty and diversity in time and motion, narrated by ""Mother Earth"" herself. A United Earth Project, captured by more than 250 of the most talented video artists in more than 100 countries and accompanied by a monumental orchestral score. A visual journey without borders and timeless experience of sound and music for all generations.",6.6584,/a4T5jA86YjV3z2cTCx0Ti6rHByy.jpg,2025-04-22,DreamScapes,False,0.0,0
False,,"[18, 99]",352357,de,Ahnenerbe,"""The ancestors heritage"" - The Ahnenerbe was a scientific institute in the Third Reich dedicated to research the archaeological and cultural history of the Aryan Race. The films deals with trials against the guilty ones of this part of the Holocaust.",6.6584,,1969-06-23,Ahnenerbe,False,0.0,0
False,/vcqaVkPvGAFCbnyt8WBMtR5qGbP.jpg,[18],109632,en,Carmen,"Hot-blooded gypsy Carmen attempts to seduce Don Jose, a lawman sent to thwart a gang of illegal smugglers in Spain. Carmen's plan backfires when Don Jose's passion for the gypsy girl escalates into a jealous rage as she spurns him for her bullfighter beau, Escamillo, with tragic results.",6.6584,/kQteMuTH7agRQ6S0ZSwJOVF6hBG.jpg,1915-10-31,Carmen,False,6.1,24
False,/93OyDHh1GjepWdv5KxUpP1tPYjO.jpg,[18],424201,en,Burden,"Ku Klux Klansman Mike Burden opens the Redneck Shop and KKK museum in historic Laurens, SC. He subsequently falls in love with a single mother and, under her influence, quits the Klan and is taken in by an African American Reverend.",6.658,/23tMG9TdzcABOpnTlgfIGZtQ6DN.jpg,2018-08-05,Burden,False,6.1,85
False,/vBD85WZa6CtqVjSFYlsvwn5ZKIm.jpg,"[53, 18]",244536,en,Hellion,"When motocross and heavy metal obsessed, 13-year-old Jacob's delinquent behavior forces CPS to place his little brother Wes with his aunt, Jacob and his emotionally absent father must finally take responsibility for their actions and each other in order to bring Wes home.",6.6579,/7jfSzQumy9o28Scbfs3ENf32NRt.jpg,2014-06-13,Hellion,False,5.89,127
False,,"[35, 10402, 10749, 10770]",1158181,en,Roberta,Bob Hope returns to his stage role in this updated theatrical TV presentation of the musical,6.6567,,1969-11-06,Roberta,False,5.0,1
False,,[],276790,en,Paradise Postponed,"A clergyman noted for his support of left-wing causes, leaves his considerable estate to a Conservative member of parliament. Adaptation of the novel by John Mortimer.",6.6565,,1986-06-15,Paradise Postponed,False,7.0,1
False,,[18],495941,en,Sandow,An impressionable Launceston Elliot comes under the spell of the iconic Sandow The Magnificent. He seeks out his idol and becomes his protégée.,6.6564,/y0giabalH8RUMWbZu8ZTAMuANAx.jpg,2018-04-27,Sandow,False,10.0,1
False,/jOxgzJERShxdgQsBTtLjcop2Zqx.jpg,"[28, 80, 18, 10770]",252962,en,Starsky & Hutch,A young couple in a car exactly like Starsky's is killed by hitmen and word is out on the street that there's a contract out on Starsky and Hutch. This is a TV-pilot that was an ABC Movie of the Week and later turned into the TV-series.,6.6564,/9BT4jCtlFWbzg7kqkfAvcrbMj3d.jpg,1975-04-30,Starsky & Hutch,False,6.7,12
False,/iikdh5bTdZudRPtLAqsuZN7neJ4.jpg,[28],10116,ja,Shinobi,"Even though Gennosuke and Oboro are from rival ninja villages, they are secretly in love. At an annual conference with the Lord, it is dictated that a competition--a fight to the death--will take place between the five best shinobi from each village. Gennosuke and Oboro's love is made even more impossible when they each got picked as the leader of the five to represent their respective villages.",6.6563,/bMOX0TERbblQxukU5fveGXKKMBP.jpg,2005-09-17,Shinobi: Heart Under Blade,False,6.561,171
False,,[],1100989,hi,Paththar,"Private Resham Singh is employed by the Indian Armed Forces and sent to the battle-front under the command of Major Balwant Rai. They find themselves outnumbered and are ordered to retreat at all costs. But Balwant refuses to obey, and both put up a successful resistance. During this, Balwant is mortally wounded, and Resham carries him to safety. Thereafter Balwant is Court-martial-ed for disobeying orders and dishonorably discharged from the army. He returns home to his wife, Nirmala Rai, and an alcoholic and womanizing son, Ravi. Years later, he will meet Resham Singh again - but this time it will be a different Resham - far different from the compassionate and loyal one he had met at the front - this one is cold-blooded, heartless, has brutally killed three men, and is out seeking a fourth - who is none other than Balwant's son, Ravi. Will Balwant assist or prevent Resham from killing Ravi, watch as events unfold that will change Balwant's life forever.",6.6562,/uwCIhpKOTSD9XjUk48q3zJUAWTI.jpg,1985-01-01,Paththar,False,5.0,1
False,/pcX2A3QkZg2hCcnByrwShOGY7lA.jpg,[18],345909,en,Wolves,"Anthony Keller, star of his NYC high school basketball team, is riding his way to Cornell on a sports scholarship. But he can only maintain his popular jock facade for so long, as his troubled father Lee has a gambling addiction that threatens to derail his dreams both on and off the court.",6.656,/3a4YYmFf6BsKirzqPfmfPLHgS8r.jpg,2016-10-25,Wolves,False,5.8,69
False,,[18],186898,es,Las ratas,"In the mid-fifties, El Nini lives in the poorest and most forgotten rural Castile (Spain). He is a child with no more knowledge than those provided by nature. El Nini lives with his father in a cave, and with him he devotes himself to the hunting of water rats, the only means of subsistence they know. But when they are tried to deprive them of their roof and their livelihood, violence will erupt uncontrollably.",5.876,/9uD4kDy6y1PLfGRqp49Wwox4Cei.jpg,1997-06-04,The Rats,False,5.0,1
False,,[53],201918,en,Primary Motive,"In this political thriller, a gubernatorial candidate's idealistic press secretary discovers that the opposing political candidate has feathered the nest of his campaigns with terrible lies.",6.5361,/qxz4gnXMMi4WgbsaPCfOYIxrrph.jpg,1992-08-02,Primary Motive,False,5.5,2
